rank	human_gene_symbol	composite_score	score_mouse_csf	score_human_csf	score_ev	score_brain	score_autophagy	penalties	n_mouse_csf_datasets	mouse_csf_best_tier	d11_tier	d12_validated	d10_detected	d6_brain_detected	d9_isf_detected	ev_present	in_r1	r1_category	r1_tier	is_ambiguous_group	orthology_ambiguous	likely_plasma_derived	feasibility_tier	n_conserved_proteotypic	n_proteotypic_human	n_proteotypic_mouse	module_id	is_hub	module_connectivity	inclusion_count
4635	ZMIZ2	0.175977	0.0	0.0	0.759772	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4636	SRSF4	0.175876	0.133929	0.0	0.423941	1.0	0.0	0.0	2	A	absent	False	False	True	False	True	False			False	False	False								0
4637	PTPN1	0.175814	0.0	0.0	0.758143	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4638	XRN1	0.175729	0.068452	0.0	0.586156	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4639	TUBA1C	0.175714	0.142857	0.8	0.0	0.0	0.0	-0.1	1	A	B	True	True	False	False	False	False			True	False	False								0
4640	SNAPIN	0.175705	0.044643	0.0	0.64544	1.0	0.0	0.0	1	B	absent	False	False	True	False	True	False			False	False	False								0
4641	UBE2L5	0.175628	0.702512	0.0	0.0	1.0	0.0	-0.1	7	A	absent	False	False	True	False	False	False			False	True	False								0
4642	CHMP5	0.175612	0.041667	0.0	0.651954	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4643	GRIPAP1	0.175584	0.142857	0.0	0.398697	1.0	0.0	0.0	2	A	absent	False	False	True	False	True	False			False	False	False								0
4644	TRAF2	0.175578	0.02381	0.0	0.696254	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4645	PRXL2A	0.175564	0.16369	0.0	0.346417	1.0	0.0	0.0	2	A	absent	False	False	True	False	True	False			False	False	False								0
4646	SLC20A2	0.175555	0.065476	0.0	0.591857	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4647	NUP205	0.175526	0.014286	0.0	0.719544	1.0	0.0	0.0	1	C	absent	False	False	True	False	True	False			False	False	False								0
4648	DOCK10	0.175472	0.0	0.0	0.754723	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4649	GFM2	0.17546	0.035714	0.0	0.665309	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4650	CCDC50	0.17545	0.022321	0.0	0.698697	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4651	OVCA2	0.175441	0.017857	0.0	0.709772	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4652	COG6	0.175432	0.032738	0.0	0.672476	1.0	0.0	0.0	1	B	absent	False	False	True	False	True	False			False	False	False								0
4653	EXOSC2	0.175375	0.0	0.0	0.753746	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4654	HECTD4	0.175375	0.0	0.0	0.753746	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4655	CWF19L1	0.175358	0.047619	0.0	0.634528	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4656	INPPL1	0.175331	0.053571	0.0	0.619381	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4657	RABL3	0.175326	0.0	0.0	0.753257	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4658	MTX3	0.175277	0.0	0.0	0.752769	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4659	CDK5RAP3	0.175276	0.047619	0.0	0.633713	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4660	MTCL3	0.175244	0.0	0.0	0.752443	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4661	ARPIN	0.175221	0.126488	0.0	0.435993	1.0	0.0	0.0	2	A	absent	False	False	True	False	True	False			False	False	False								0
4662	CHMP6	0.175203	0.02381	0.0	0.692508	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4663	CSTF3	0.175127	0.077381	0.0	0.557818	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4664	TOP3B	0.175125	0.059524	0.0	0.602443	1.0	0.0	0.0	1	B	absent	False	False	True	False	True	False			False	False	False								0
4665	ZC3HAV1	0.175049	0.0	0.0	0.750489	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4666	UBE2Q1	0.175012	0.068452	0.0	0.57899	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4667	ATP6V1B1	0.175	0.0	0.0	0.0	0.0	0.7	0.0	0	absent	absent	False	False	False	False	False	True	mTOR regulators	upstream_regulators	False	False	False								0
4668	PTP4A2	0.174997	0.077381	0.0	0.556515	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4669	UNC119B	0.174995	0.03125	0.0	0.671824	1.0	0.0	0.0	1	B	absent	False	False	True	False	True	False			False	False	False								0
4670	INTS9	0.174935	0.0	0.0	0.749349	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4671	RBM25	0.174928	0.041667	0.0	0.645114	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4672	CLASP1	0.174926	0.071429	0.0	0.570684	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4673	NOLC1	0.17492	0.074405	0.0	0.563192	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4674	DUS3L	0.174903	0.065476	0.0	0.585342	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4675	BAZ1B	0.174873	0.035714	0.0	0.659446	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4676	TSPAN6	0.17487	0.0	0.0	0.748697	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4677	EML3	0.17472	0.020833	0.0	0.695114	1.0	0.0	0.0	2	B	absent	False	False	True	False	True	False			False	False	False								0
4678	MVP	0.174697	0.301786	0.0	0.992508	0.0	0.0	0.0	4	A	absent	False	False	False	False	True	False			False	False	False								0
4679	FNBP1L	0.174674	0.056548	0.0	0.605375	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4680	LIG3	0.174619	0.041667	0.0	0.64202	1.0	0.0	0.0	1	B	absent	False	False	True	False	True	False			False	False	False								0
4681	MAP2K4	0.174555	0.172619	0.0	0.314007	1.0	0.0	0.0	2	A	absent	False	False	True	False	True	False			False	False	False								0
4682	SRSF9	0.174476	0.029762	0.0	0.670358	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4683	GNG4	0.174362	0.077381	0.0	0.550163	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4684	ZNF428	0.174347	0.095238	0.0	0.505375	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4685	THNSL1	0.174341	0.089286	0.0	0.520195	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4686	UBFD1	0.174311	0.059524	0.0	0.5943	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4687	EPB41L5	0.174307	0.02381	0.0	0.68355	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4688	KPNA4	0.174259	0.165179	0.0	0.329642	1.0	0.0	0.0	2	A	absent	False	False	True	False	True	False			False	False	False								0
4689	WTAP	0.174186	0.0	0.0	0.741857	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4690	DENND10	0.174183	0.058036	0.0	0.596743	1.0	0.0	0.0	1	B	absent	False	False	True	False	True	False			False	False	False								0
4691	FMNL1	0.174175	0.053571	0.0	0.607818	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4692	WASF2	0.174114	0.098214	0.0	0.495603	1.0	0.0	0.0	2	A	absent	False	False	True	False	True	False			False	False	False								0
4693	UBTD2	0.17409	0.017857	0.0	0.696254	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4694	GSDME	0.174081	0.041667	0.0	0.636645	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4695	RBM28	0.174039	0.0	0.0	0.740391	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4696	CHMP2A	0.174007	0.0	0.0	0.740065	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4697	ALDH1L2	0.173987	0.020833	0.0	0.687785	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4698	CLPB	0.173949	0.02381	0.0	0.679967	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4699	STRIP1	0.173868	0.02381	0.0	0.679153	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4700	UBLCP1	0.173841	0.058036	0.0	0.593322	1.0	0.0	0.0	2	A	absent	False	False	True	False	True	False			False	False	False								0
4701	VPS13A	0.173771	0.089286	0.0	0.514495	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4702	NFIA	0.173761	0.047619	0.0	0.618567	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4703	PSMF1	0.17376	0.142857	0.0	0.380456	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4704	PRPF3	0.173749	0.026786	0.0	0.670521	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4705	DTYMK	0.173725	0.072619	0.0	0.5557	1.0	0.0	0.0	2	A	absent	False	False	True	False	True	False			False	False	False								0
4706	PPFIBP2	0.17372	0.071429	0.0	0.558632	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4707	HINT3	0.173719	0.053571	0.0	0.603257	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4708	PGGT1B	0.173701	0.044643	0.0	0.625407	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4709	CHAMP1	0.173679	0.03869	0.0	0.640065	1.0	0.0	0.0	1	B	absent	False	False	True	False	True	False			False	False	False								0
4710	PRPF40A	0.173636	0.044643	0.0	0.624756	1.0	0.0	0.0	1	B	absent	False	False	True	False	True	False			False	False	False								0
4711	LRRFIP2	0.173611	0.068452	0.0	0.564984	1.0	0.0	0.0	2	A	absent	False	False	True	False	True	False			False	False	False								0
4712	RBCK1	0.173583	0.0	0.0	0.735831	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4713	ELP4	0.173564	0.114583	0.0	0.449186	1.0	0.0	0.0	2	A	absent	False	False	True	False	True	False			False	False	False								0
4714	SMARCB1	0.173527	0.032738	0.0	0.65342	1.0	0.0	0.0	1	B	absent	False	False	True	False	True	False			False	False	False								0
4715	EXOSC10	0.17342	0.0	0.0	0.734202	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4716	MRPL46	0.173384	0.020833	0.0	0.681759	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4717	COMMD5	0.173381	0.041667	0.0	0.629642	1.0	0.0	0.0	1	B	absent	False	False	True	False	True	False			False	False	False								0
4718	CHERP	0.173371	0.047619	0.0	0.614658	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4719	VPS8	0.173356	0.082087	0.0	0.528339	1.0	0.0	0.0	2	A	absent	False	False	True	False	True	False			False	False	False								0
4720	FAM171A2	0.173343	0.044643	0.0	0.621824	1.0	0.0	0.0	1	B	absent	False	False	True	False	True	False			False	False	False								0
4721	PKN2	0.173314	0.080357	0.0	0.532248	1.0	0.0	0.0	2	A	absent	False	False	True	False	True	False			False	False	False								0
4722	RIPOR1	0.173189	0.020833	0.0	0.679805	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4723	DCUN1D5	0.173127	0.0	0.0	0.73127	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4724	BAG1	0.173114	0.168155	0.0	0.310749	1.0	0.0	0.0	2	A	absent	False	False	True	False	True	False			False	False	False								0
4725	XPO4	0.173102	0.02381	0.0	0.671498	1.0	0.0	0.0	1	B	absent	False	False	True	False	True	False			False	False	False								0
4726	TECR	0.173096	0.122024	0.0	0.425896	1.0	0.0	0.0	2	A	absent	False	False	True	False	True	False			False	False	False								0
4727	DIP2A	0.173061	0.047619	0.0	0.611564	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4728	HMGCL	0.172982	0.074405	0.0	0.543811	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4729	EXOSC8	0.172948	0.0	0.0	0.729479	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4730	SLC5A6	0.172944	0.011905	0.0	0.699674	1.0	0.0	0.0	1	B	absent	False	False	True	False	True	False			False	False	False								0
4731	SH3BP4	0.172915	0.0	0.0	0.729153	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4732	FNTB	0.172903	0.120536	0.0	0.427687	1.0	0.0	0.0	2	A	absent	False	False	True	False	True	False			False	False	False								0
4733	KIDINS220	0.172899	0.0	0.0	0.72899	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4734	MRPL45	0.172897	0.029762	0.0	0.65456	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4735	INTS1	0.172873	0.014881	0.0	0.691531	1.0	0.0	0.0	1	B	absent	False	False	True	False	True	False			False	False	False								0
4736	SFT2D2	0.17286	0.041667	0.0	0.62443	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4737	MRPL1	0.172817	0.047619	0.0	0.609121	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4738	WDR18	0.172788	0.026786	0.0	0.660912	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4739	METTL3	0.172785	0.0	0.0	0.72785	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4740	CDV3	0.172752	0.245536	0.0	0.113681	1.0	0.0	0.0	2	A	absent	False	False	True	False	True	False			False	False	False								0
4741	DUSP12	0.172752	0.0	0.0	0.727524	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4742	OARD1	0.172691	0.035714	0.0	0.637622	1.0	0.0	0.0	1	B	absent	False	False	True	False	True	False			False	False	False								0
4743	MOB1B	0.172687	0.0	0.0	0.726873	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4744	EIF2S3B	0.172649	0.250595	0.7	0.0	1.0	0.0	-0.2	3	A	B	False	False	True	False	False	False			True	True	False								0
4745	WDR37	0.172624	0.1875	0.0	0.257492	1.0	0.0	0.0	2	A	absent	False	False	True	False	True	False			False	False	False								0
4746	INTS7	0.172604	0.03869	0.0	0.629316	1.0	0.0	0.0	1	B	absent	False	False	True	False	True	False			False	False	False								0
4747	TTYH2	0.172557	0.0	0.0	0.72557	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4748	TOR1AIP2	0.172519	0.107143	0.0	0.457329	1.0	0.0	0.0	2	A	absent	False	False	True	False	True	False			False	False	False								0
4749	NUP50	0.172495	0.035714	0.0	0.635668	1.0	0.0	0.0	1	B	absent	False	False	True	False	True	False			False	False	False								0
4750	GPT	0.172482	0.289929	0.0	0.0	1.0	0.0	0.0	5	A	absent	False	False	True	False	False	False			False	False	False								0
4751	UBXN7	0.172473	0.08631	0.0	0.508958	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4752	RBM17	0.172465	0.0625	0.0	0.568404	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4753	ZC3H4	0.172455	0.068452	0.0	0.55342	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4754	LRCH1	0.172362	0.056548	0.0	0.582248	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4755	SARS2	0.172314	0.017857	0.0	0.678502	1.0	0.0	0.0	1	B	absent	False	False	True	False	True	False			False	False	False								0
4756	HLCS	0.172243	0.059524	0.0	0.573616	1.0	0.0	0.0	1	B	absent	False	False	True	False	True	False			False	False	False								0
4757	DOP1B	0.172171	0.053571	0.0	0.587785	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4758	SLTM	0.172165	0.047619	0.0	0.602606	1.0	0.0	0.0	1	B	absent	False	False	True	False	True	False			False	False	False								0
4759	CSNK2A2	0.17211	0.089286	0.0	0.497883	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4760	MTMR7	0.172087	0.074405	0.0	0.534853	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4761	PCBP4	0.172057	0.053571	0.0	0.586645	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4762	GTF3C5	0.171987	0.0	0.0	0.71987	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4763	WDR6	0.171925	0.083333	0.0	0.510912	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4764	GLUD2	0.171902	0.567608	0.1	0.0	1.0	0.0	-0.1	7	A	absent	False	True	True	False	False	False			False	True	False								0
4765	AGFG1	0.171832	0.136905	0.0	0.376059	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4766	AKR1E2	0.171801	0.287202	0.0	0.0	1.0	0.0	0.0	3	A	absent	False	False	True	False	False	False			False	False	False								0
4767	BCKDK	0.171797	0.053571	0.0	0.584039	1.0	0.0	0.0	1	B	absent	False	False	True	False	True	False			False	False	False								0
4768	PPP4R1	0.171744	0.065476	0.0	0.553746	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4769	H1-10	0.171743	0.0	0.0	0.717427	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4770	SNRPG	0.171696	0.074405	0.0	0.530945	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4771	LSS	0.171674	0.020833	0.0	0.664658	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4772	PML	0.171657	0.011905	0.0	0.686808	1.0	0.0	0.0	1	B	absent	False	False	True	False	True	False			False	False	False								0
4773	DCLK2	0.171632	0.092262	0.0	0.485668	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4774	RALB	0.171534	0.026786	0.0	0.648371	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4775	VWA8	0.171518	0.092262	0.0	0.484528	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4776	TAX1BP3	0.171506	0.080357	0.0	0.514169	1.0	0.0	0.0	2	A	absent	False	False	True	False	True	False			False	False	False								0
4777	ARMT1	0.171494	0.125	0.0	0.402443	1.0	0.0	0.0	2	A	absent	False	False	True	False	True	False			False	False	False								0
4778	STK32C	0.171486	0.092262	0.0	0.484202	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4779	LMCD1	0.17145	0.0	0.0	0.714495	1.0	0.0	0.0	0	absent	absent	False	False	True	False	True	False			False	False	False								0
4780	COMMD6	0.171424	0.014881	0.0	0.677036	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
4781	WASHC4	0.171413	0.068452	0.0	0.542997	1.0	0.0	0.0	1	A	absent	False	False	True	False	True	False			False	False	False								0
